player_id,sim_time_min,heart_rate,accel_value,impact_event,major_event,tier,network_delay_ms,edge_latency_ms
14,2.62,87,1.53,False,False,2,143.57,573.3
15,2.62,91,0.91,False,False,2,132.85,439.85
16,2.62,99,1.25,False,False,2,144.52,293.19
17,2.62,87,0.55,False,False,2,98.96,193.54
18,2.62,82,1.59,False,False,2,67.74,125.36
19,2.62,97,0.97,False,False,2,72.36,52.53
20,2.62,88,1.54,False,False,2,52.06,0.01
21,2.62,76,1.58,False,False,2,129.11,1944.09
22,2.62,75,1.03,False,False,2,89.2,1854.54
1,3.0,67,1.54,False,False,2,31.21,822.13
2,3.0,70,0.63,False,False,2,97.24,723.92
3,3.0,95,1.48,False,False,2,68.02,655.09
4,3.0,76,1.46,False,False,2,61.03,593.08
5,3.0,89,1.47,False,False,2,127.35,464.79
6,3.0,84,1.0,False,False,2,85.16,378.69
7,3.0,77,1.35,False,False,2,81.15,296.22
8,3.0,89,0.85,False,False,2,23.62,271.52
9,3.0,73,0.99,False,False,2,22.74,248.08
10,3.0,74,0.69,False,False,2,54.67,192.08
11,3.0,70,0.62,False,False,2,24.6,166.52
12,3.0,71,0.79,False,False,2,58.68,106.94
14,3.0,88,1.41,False,False,2,104.61,0.01
15,3.0,94,1.1,False,False,2,120.81,1987.52
16,3.0,102,1.66,False,False,2,83.23,1903.65
17,3.0,86,1.55,False,False,2,110.7,1792.07
18,3.0,81,1.09,False,False,2,70.39,1721.03
19,3.0,96,1.75,False,False,2,89.68,1630.9
20,3.0,90,1.8,False,False,2,20.81,1609.33
21,3.0,77,1.82,False,False,2,114.8,1494.26
22,3.0,74,0.99,False,False,2,85.54,1407.11
1,3.38,64,1.4,False,False,2,58.93,347.25
2,3.38,68,1.81,False,False,2,32.17,313.11
3,3.38,97,0.93,False,False,2,33.56,277.13
5,3.38,92,0.69,False,False,2,29.33,246.17
6,3.38,87,0.61,False,False,2,112.67,132.79
7,3.38,78,1.35,False,False,2,131.94,0.01
8,3.38,86,1.85,False,False,2,78.91,2175.14
9,3.38,74,1.38,False,False,2,99.62,2074.64
10,3.38,71,1.54,False,False,2,141.17,1932.75
11,3.38,67,0.53,False,False,2,48.94,1880.75
12,3.38,71,1.31,False,False,2,46.21,1833.85
13,3.38,90,1.92,False,False,2,49.85,1783.32
14,3.38,87,1.0,False,False,2,106.85,1675.54
15,3.38,95,1.62,False,False,2,39.0,1635.88
16,3.38,103,0.87,False,False,2,31.7,1602.49
17,3.38,85,1.99,False,False,2,112.19,1487.76
18,3.38,79,1.14,False,False,2,72.81,1413.95
19,3.38,98,1.3,False,False,2,72.82,1340.41
20,3.38,87,2.0,False,False,2,75.99,1263.36
21,3.38,74,1.55,False,False,2,33.34,1229.35
22,3.38,74,0.9,False,False,2,82.49,1146.06
1,3.75,64,1.88,False,False,2,143.82,0.02
2,3.75,69,1.42,False,False,2,106.09,1921.87
3,3.75,96,1.61,False,False,2,110.31,1810.74
4,3.75,80,1.11,False,False,2,133.55,1675.04
5,3.75,93,0.55,False,False,2,102.34,1571.92
6,3.75,87,0.89,False,False,2,139.24,1431.88
7,3.75,78,1.02,False,False,2,125.32,1304.26
8,3.75,88,1.51,False,False,2,82.52,1220.99
9,3.75,74,1.67,False,False,2,70.84,1148.86
10,3.75,72,1.25,False,False,2,126.1,1021.54
11,3.75,69,1.84,False,False,2,82.39,938.41
12,3.75,70,1.12,False,False,2,96.97,840.74
13,3.75,92,1.84,False,False,2,133.96,705.79
14,3.75,89,0.65,False,False,2,101.39,603.72
15,3.75,95,1.24,False,False,2,67.22,535.87
16,3.75,102,0.86,False,False,2,72.58,462.72
17,3.75,86,1.1,False,False,2,106.95,353.32
18,3.75,81,0.7,False,False,2,128.43,224.08
19,3.75,101,1.69,False,False,2,42.72,179.87
20,3.75,84,0.62,False,False,2,80.98,97.66
21,3.75,74,1.13,False,False,2,96.36,0.01
22,3.75,77,1.89,False,False,2,71.69,1979.43
1,4.12,66,0.94,False,False,2,134.2,844.03
2,4.12,70,1.26,False,False,2,29.44,813.32
3,4.12,96,0.91,False,False,2,72.26,740.03
4,4.12,78,1.3,False,False,2,95.58,643.91
5,4.12,93,1.39,False,False,2,26.6,616.71
6,4.12,84,0.97,False,False,2,77.77,538.35
7,4.12,78,1.3,False,False,2,59.49,477.96
8,4.12,91,1.01,False,False,2,128.38,348.84
9,4.12,72,1.05,False,False,2,92.58,254.88
10,4.12,69,1.55,False,False,2,23.65,230.1
11,4.12,70,1.23,False,False,2,26.55,203.02
12,4.12,68,1.27,False,False,2,148.46,53.88
13,4.12,92,0.59,False,False,2,52.95,0.01
14,4.12,87,1.63,False,False,2,33.05,1978.15
15,4.12,97,0.54,False,False,2,143.69,1833.78
16,4.12,102,1.2,False,False,2,53.02,1779.52
17,4.12,85,1.14,False,False,2,84.06,1694.48
18,4.12,82,0.63,False,False,2,50.9,1643.04
19,4.12,103,0.57,False,False,2,135.5,1505.64
20,4.12,86,1.8,False,False,2,91.36,1413.37
21,4.12,73,1.42,False,False,2,85.27,1327.61
22,4.12,79,1.54,False,False,2,103.21,1223.2
1,4.5,65,1.55,False,False,2,25.58,194.89
2,4.5,70,1.26,False,False,2,35.16,157.35
3,4.5,97,1.24,False,False,2,20.27,134.31
4,4.5,76,0.88,False,False,2,133.61,0.01
5,4.5,93,0.64,False,False,2,37.63,2569.59
6,4.5,87,1.34,False,False,2,109.51,2459.01
7,4.5,78,1.32,False,False,2,22.96,2434.61
8,4.5,91,0.77,False,False,2,119.19,2314.39
9,4.5,69,1.54,False,False,2,107.82,2205.46
10,4.5,68,0.51,False,False,2,54.68,2149.95
11,4.5,68,1.0,False,False,2,115.45,2033.5
12,4.5,67,1.12,False,False,2,65.96,1966.75
13,4.5,94,1.19,False,False,2,47.95,1918.19
14,4.5,90,1.12,False,False,2,83.95,1833.93
15,4.5,95,0.7,False,False,2,86.27,1746.76
16,4.5,102,1.45,False,False,2,145.36,1600.49
17,4.5,88,1.71,False,False,2,104.86,1495.0
18,4.5,85,1.85,False,False,2,35.09,1459.06
19,4.5,100,1.92,False,False,2,57.66,1400.02
20,4.5,84,1.28,False,False,2,90.03,1309.32
21,4.5,71,0.7,False,False,2,93.12,1215.68
22,4.5,82,1.49,False,False,2,148.56,1066.09
1,4.88,63,1.78,False,False,2,64.22,0.01
2,4.88,67,0.59,False,False,2,87.25,2636.7
3,4.88,100,1.28,False,False,2,32.19,2602.68
4,4.88,78,1.09,False,False,2,148.39,2453.19
5,4.88,93,1.77,False,False,2,51.05,2401.54
6,4.88,84,1.28,False,False,2,101.41,2298.02
7,4.88,75,0.7,False,False,2,110.91,2185.87
8,4.88,89,1.96,False,False,2,123.4,2060.83
9,4.88,71,1.34,False,False,2,127.04,1931.28
10,4.88,71,1.04,False,False,2,141.21,1789.4
11,4.88,65,1.98,False,False,2,32.52,1756.12
12,4.88,67,1.62,False,False,2,35.31,1719.83
13,4.88,92,1.19,False,False,2,26.99,1692.13
14,4.88,90,1.23,False,False,2,58.81,1632.38
15,4.88,96,1.15,False,False,2,95.68,1536.23
16,4.88,102,1.25,False,False,2,97.88,1437.73
17,4.88,87,1.29,False,False,2,25.83,1410.75
18,4.88,85,0.84,False,False,2,74.52,1335.25
19,4.88,99,1.3,False,False,2,45.23,1289.35
20,4.88,81,0.54,False,False,2,144.35,1142.86
21,4.88,70,1.35,False,False,2,67.28,1074.8
22,4.88,85,1.76,False,False,2,38.25,1035.52
1,5.25,64,1.98,False,False,2,33.91,0.02
2,5.25,70,1.94,False,False,2,27.99,2599.23
3,5.25,100,1.35,False,False,2,51.29,2546.45
4,5.25,75,1.31,False,False,2,27.45,2518.18
6,5.25,81,1.35,False,False,2,34.85,2481.83
7,5.25,76,1.58,False,False,2,123.0,2358.12
8,5.25,88,1.17,False,False,2,74.3,2281.46
9,5.25,70,1.11,False,False,2,136.57,2144.15
10,5.25,71,1.78,False,False,2,127.89,2014.66
11,5.25,64,1.11,False,False,2,115.99,1898.12
12,5.25,66,1.7,False,False,2,89.74,1807.51
13,5.25,95,1.8,False,False,2,22.33,1784.11
14,5.25,89,0.97,False,False,2,129.16,1654.06
15,5.25,94,0.82,False,False,2,29.55,1624.05
16,5.25,101,1.09,False,False,2,34.33,1589.14
17,5.25,87,0.61,False,False,2,49.5,1538.62
18,5.25,86,1.95,False,False,2,26.16,1510.91
19,5.25,96,0.53,False,False,2,144.85,1365.01
20,5.25,81,0.93,False,False,2,142.2,1221.93
21,5.25,70,1.22,False,False,2,64.01,1157.2
22,5.25,83,1.36,False,False,2,24.5,1131.38
1,5.62,62,0.86,False,False,2,129.73,0.02
2,5.62,69,1.62,False,False,2,142.52,2768.42
3,5.62,98,0.94,False,False,2,46.99,2720.39
4,5.62,78,1.62,False,False,2,21.15,2698.16
5,5.62,90,1.06,False,False,2,41.3,2656.0
6,5.62,81,1.7,False,False,2,138.31,2515.39
7,5.62,78,1.47,False,False,2,81.18,2431.87
8,5.62,90,0.74,False,False,2,88.55,2342.32
9,5.62,73,1.3,False,False,2,40.21,2300.35
10,5.62,70,1.69,False,False,2,127.26,2172.19
12,5.62,65,1.59,False,False,2,56.95,2112.39
13,5.62,93,1.99,False,False,2,24.94,2086.64
14,5.62,87,1.23,False,False,2,146.86,1938.85
15,5.62,97,0.53,False,False,2,72.08,1865.22
16,5.62,100,0.61,False,False,2,94.97,1769.67
17,5.62,88,1.17,False,False,2,89.84,1678.78
18,5.62,83,1.83,False,False,2,95.03,1582.73
19,5.62,94,0.75,False,False,2,84.1,1496.66
20,5.62,82,0.6,False,False,2,115.1,1380.87
21,5.62,68,1.23,False,False,2,132.6,1247.01
22,5.62,81,1.81,False,False,2,101.53,1144.81
1,6.0,61,1.21,False,False,2,143.18,0.02
2,6.0,71,0.84,False,False,2,25.72,2437.75
3,6.0,100,0.66,False,False,2,43.11,2392.87
5,6.0,93,0.78,False,False,2,126.36,2265.18
6,6.0,84,1.07,False,False,2,48.14,2216.18
7,6.0,77,1.4,False,False,2,76.29,2138.84
8,6.0,89,1.25,False,False,2,36.07,2101.87
9,6.0,71,1.93,False,False,2,65.0,2036.15
10,6.0,69,1.77,False,False,2,74.61,1960.26
11,6.0,64,1.44,False,False,2,58.79,1900.88
12,6.0,66,1.2,False,False,2,28.33,1871.72
14,6.0,88,0.94,False,False,2,56.93,1813.27
15,6.0,96,0.52,False,False,2,23.99,1787.49
16,6.0,103,1.25,False,False,2,147.43,1639.35
17,6.0,90,1.28,False,False,2,127.95,1510.56
18,6.0,82,0.82,False,False,2,36.89,1472.76
19,6.0,96,0.54,False,False,2,86.89,1384.84
20,6.0,84,1.2,False,False,2,33.37,1349.92
21,6.0,66,1.32,False,False,2,85.97,1262.63
22,6.0,84,0.62,False,False,2,121.74,1139.47
1,6.38,63,1.01,False,False,2,138.64,0.01
2,6.38,72,0.76,False,False,2,61.13,2951.02
3,6.38,100,0.5,False,False,2,28.67,2921.26
4,6.38,77,1.28,False,False,2,117.86,2802.74
5,6.38,92,1.8,False,False,2,114.57,2686.57
6,6.38,87,1.79,False,False,2,26.84,2658.54
7,6.38,79,1.53,False,False,2,57.92,2600.04
8,6.38,87,1.16,False,False,2,90.35,2508.93
9,6.38,70,0.51,False,False,2,109.57,2397.69
10,6.38,69,1.31,False,False,2,103.28,2292.39
11,6.38,64,0.54,False,False,2,105.22,2186.59
12,6.38,65,0.98,False,False,2,27.14,2158.8
13,6.38,96,1.31,False,False,2,136.6,2020.28
14,6.38,86,0.7,False,False,2,66.22,1953.19
15,6.38,99,1.97,False,False,2,78.99,1873.44
16,6.38,102,0.57,False,False,2,112.24,1760.09
17,6.38,91,1.64,False,False,2,145.21,1613.74
18,6.38,84,1.2,False,False,2,125.38,1487.76
19,6.38,95,1.77,False,False,2,71.44,1413.85
20,6.38,84,1.9,False,False,2,134.34,1278.69
21,6.38,65,1.33,False,False,2,132.92,1144.54
22,6.38,81,0.88,False,False,2,33.21,1110.67
1,6.75,64,1.27,False,False,2,108.43,0.02
2,6.75,69,0.89,False,False,2,116.87,2862.85
3,6.75,97,1.5,False,False,2,80.63,2781.44
4,6.75,78,0.62,False,False,2,100.32,2680.02
5,6.75,92,0.81,False,False,2,85.21,2592.29
6,6.75,84,1.4,False,False,2,119.33,2472.23
7,6.75,82,1.32,False,False,2,66.79,2404.42
8,6.75,90,0.78,False,False,2,123.29,2280.27
9,6.75,67,0.61,False,False,2,136.73,2142.89
10,6.75,72,1.05,False,False,2,100.5,2040.7
11,6.75,63,1.83,False,False,2,85.61,1954.17
12,6.75,66,1.99,False,False,2,26.94,1925.43
13,6.75,97,1.97,False,False,2,65.72,1858.8
14,6.75,89,1.09,False,False,2,37.2,1821.01
15,6.75,98,1.94,False,False,2,136.93,1683.42
16,6.75,105,1.51,False,False,2,113.33,1569.54
17,6.75,89,1.6,False,False,2,116.24,1451.84
18,6.75,85,1.29,False,False,2,136.48,1313.64
19,6.75,96,1.39,False,False,2,36.22,1276.51
20,6.75,82,0.65,False,False,2,105.18,1170.73
21,6.75,66,1.17,False,False,2,75.75,1094.07
22,6.75,81,1.81,False,False,2,48.17,1045.05
1,7.12,61,1.5,False,False,2,43.81,0.01
2,7.12,71,0.6,False,False,2,61.25,2550.61
3,7.12,99,0.76,False,False,2,43.23,2506.0
4,7.12,76,1.83,False,False,2,39.88,2465.18
5,7.12,94,0.84,False,False,2,52.73,2411.45
6,7.12,81,1.18,False,False,2,32.38,2378.12
7,7.12,84,1.69,False,False,2,83.67,2293.63
8,7.12,91,0.9,False,False,2,34.49,2258.41
9,7.12,70,1.76,False,False,2,49.09,2208.49
10,7.12,72,0.88,False,False,2,141.45,2065.63
11,7.12,63,1.1,False,False,2,34.39,2029.5
12,7.12,63,1.87,False,False,2,118.04,1910.7
13,7.12,98,1.55,False,False,2,113.82,1796.1
14,7.12,88,1.76,False,False,2,60.98,1734.1
15,7.12,100,0.77,False,False,2,81.54,1651.38
16,7.12,106,1.46,False,False,2,59.65,1590.79
17,7.12,90,1.17,False,False,2,116.41,1473.58
18,7.12,83,1.51,False,False,2,109.7,1362.86
19,7.12,97,1.61,False,False,2,72.37,1289.86
20,7.12,80,1.46,False,False,2,25.76,1262.95
21,7.12,69,1.03,False,False,2,42.87,1219.18
22,7.12,81,1.4,False,False,2,79.07,1139.64
1,7.5,63,1.02,False,False,2,138.27,0.02
2,7.5,72,0.61,False,False,2,46.9,2693.26
3,7.5,98,0.99,False,False,2,113.87,2578.02
4,7.5,78,1.04,False,False,2,111.99,2465.18
5,7.5,93,1.47,False,False,2,34.03,2430.42
6,7.5,84,0.99,False,False,2,20.36,2409.18
7,7.5,83,0.5,False,False,2,70.02,2337.55
8,7.5,90,1.97,False,False,2,125.63,2210.97
9,7.5,68,0.97,False,False,2,63.86,2145.43
10,7.5,73,1.85,False,False,2,49.12,2095.38
11,7.5,65,1.35,False,False,2,26.74,2067.68
12,7.5,60,0.67,False,False,2,132.22,1934.74
13,7.5,100,0.8,False,False,2,75.4,1858.73
14,7.5,89,0.54,False,False,2,60.11,1797.7
15,7.5,102,1.45,False,False,2,43.51,1753.44
16,7.5,104,1.04,False,False,2,38.62,1711.32
17,7.5,89,1.89,False,False,2,67.9,1642.94
18,7.5,84,1.71,False,False,2,128.01,1514.03
19,7.5,96,1.98,False,False,2,118.93,1394.23
20,7.5,78,1.79,False,False,2,78.2,1315.05
21,7.5,71,1.94,False,False,2,32.91,1280.81
22,7.5,84,1.11,False,False,2,138.23,1141.99
1,7.88,66,1.54,False,False,2,140.54,0.01
2,7.88,75,1.84,False,False,2,143.38,2694.27
3,7.88,98,1.58,False,False,2,58.26,2634.97
4,7.88,81,1.58,False,False,2,64.89,2569.08
5,7.88,91,1.95,False,False,2,145.36,2423.0
6,7.88,85,1.29,False,False,2,77.03,2344.19
7,7.88,82,1.8,False,False,2,65.62,2277.74
8,7.88,92,1.58,False,False,2,49.98,2226.83
9,7.88,70,0.6,False,False,2,82.75,2142.66
10,7.88,70,0.64,False,False,2,51.09,2089.94
11,7.88,68,1.97,False,False,2,124.94,1963.73
12,7.88,60,0.84,False,False,2,96.43,1866.68
13,7.88,99,1.87,False,False,2,41.6,1824.6
14,7.88,86,0.76,False,False,2,23.75,1799.29
15,7.88,104,1.29,False,False,2,108.63,1688.91
16,7.88,103,0.82,False,False,2,147.75,1540.1
17,7.88,89,1.08,False,False,2,134.68,1403.66
18,7.88,83,1.66,False,False,2,61.97,1340.75
19,7.88,95,1.63,False,False,2,39.56,1300.05
20,7.88,78,0.94,False,False,2,132.8,1166.03
21,7.88,69,0.82,False,False,2,28.38,1137.13
1,8.25,64,1.7,False,False,2,135.57,0.01
2,8.25,75,1.09,False,False,2,74.28,2998.03
3,8.25,100,1.79,False,False,2,138.8,2858.35
4,8.25,80,1.04,False,False,2,38.4,2818.93
5,8.25,91,1.7,False,False,2,133.61,2684.09
6,8.25,85,1.56,False,False,2,83.82,2599.58
7,8.25,82,0.61,False,False,2,30.03,2568.67
8,8.25,89,0.91,False,False,2,105.94,2461.77
9,8.25,72,0.59,False,False,2,89.02,2371.15
10,8.25,70,1.62,False,False,2,96.7,2273.93
11,8.25,65,0.96,False,False,2,63.15,2209.37
12,8.25,63,0.62,False,False,2,67.44,2140.31
13,8.25,101,0.94,False,False,2,56.44,2083.05
14,8.25,86,1.51,False,False,2,115.59,1966.44
15,8.25,102,0.97,False,False,2,142.11,1823.42
16,8.25,102,0.98,False,False,2,139.74,1683.01
17,8.25,90,0.96,False,False,2,109.52,1572.72
18,8.25,85,1.62,False,False,2,36.33,1535.88
19,8.25,95,1.0,False,False,2,86.78,1448.17
20,8.25,76,1.04,False,False,2,84.02,1362.67
21,8.25,69,1.68,False,False,2,108.55,1253.07
22,8.25,84,0.96,False,False,2,131.95,1120.31
1,8.62,62,1.95,False,False,2,118.65,0.01
2,8.62,74,1.6,False,False,2,128.6,1871.96
3,8.62,101,0.75,False,False,2,108.2,1762.72
4,8.62,77,1.28,False,False,2,47.02,1713.65
5,8.62,92,1.64,False,False,2,105.46,1606.12
6,8.62,82,0.77,False,False,2,114.65,1490.51
7,8.62,82,1.25,False,False,2,39.28,1450.61
8,8.62,86,0.85,False,False,2,111.55,1337.78
9,8.62,72,0.8,False,False,2,133.26,1203.1
10,8.62,73,1.29,False,False,2,26.23,1175.75
11,8.62,66,0.61,False,False,2,92.85,1082.19
12,8.62,61,0.64,False,False,2,34.37,1047.02
13,8.62,100,1.3,False,False,2,140.36,905.91
14,8.62,87,1.58,False,False,2,138.54,766.25
15,8.62,104,0.68,False,False,2,60.25,705.18
16,8.62,105,1.63,False,False,2,94.83,609.44
17,8.62,89,1.16,False,False,2,87.92,520.45
18,8.62,82,0.97,False,False,2,131.34,387.9
19,8.62,94,1.32,False,False,2,62.59,324.17
20,8.62,77,1.72,False,False,2,136.01,186.38
21,8.62,71,0.77,False,False,2,126.53,58.54
22,8.62,81,1.76,False,False,2,57.75,0.01
1,9.0,61,1.86,False,False,2,83.28,920.83
