player_id,sim_time_min,heart_rate,accel_value,impact_event,major_event,tier,network_delay_ms,edge_latency_ms
7,2.25,71,1.04,False,False,2,129.54,400.82
8,2.25,84,1.57,False,False,2,36.86,362.98
9,2.25,86,0.92,False,False,2,64.74,297.58
10,2.25,80,1.36,False,False,2,28.83,267.93
11,2.25,70,0.84,False,False,2,84.52,182.92
12,2.25,89,0.68,False,False,2,49.82,132.32
13,2.25,75,1.83,False,False,2,52.13,79.28
14,2.25,75,0.72,False,False,2,78.35,0.01
15,2.25,87,1.14,False,False,2,67.93,1986.86
16,2.25,81,1.76,False,False,2,138.07,1847.98
17,2.25,83,1.03,False,False,2,91.49,1755.89
18,2.25,81,1.56,False,False,2,55.4,1699.62
19,2.25,82,1.81,False,False,2,108.42,1589.22
20,2.25,71,0.77,False,False,2,82.33,1505.78
21,2.25,80,1.97,False,False,2,136.84,1366.84
22,2.25,78,1.68,False,False,2,103.06,1263.21
1,2.62,87,1.57,False,False,2,127.52,133.8
2,2.62,101,0.71,False,False,2,132.81,0.02
3,2.62,77,1.24,False,False,2,88.44,2627.63
4,2.62,70,0.84,False,False,2,146.81,2479.47
5,2.62,76,0.58,False,False,2,42.41,2436.42
6,2.62,68,0.54,False,False,2,52.28,2383.11
7,2.62,73,1.0,False,False,2,33.01,2349.21
8,2.62,82,1.9,False,False,2,51.3,2296.93
9,2.62,86,1.19,False,False,2,148.28,2147.53
10,2.62,81,0.97,False,False,2,45.91,2099.73
11,2.62,70,1.31,False,False,2,20.49,2077.93
12,2.62,87,1.76,False,False,2,132.54,1944.6
13,2.62,75,1.26,False,False,2,70.02,1872.79
14,2.62,73,0.54,False,False,2,116.7,1754.35
15,2.62,90,0.64,False,False,2,100.39,1653.08
16,2.62,79,1.75,False,False,2,53.76,1598.77
17,2.62,81,0.74,False,False,2,132.65,1465.26
18,2.62,80,0.97,False,False,2,80.58,1384.01
19,2.62,84,1.17,False,False,2,51.83,1331.23
20,2.62,68,1.56,False,False,2,100.57,1230.11
21,2.62,80,0.79,False,False,2,21.79,1207.4
22,2.62,79,1.37,False,False,2,96.47,1108.37
1,3.0,90,0.99,False,False,2,105.99,0.02
2,3.0,99,1.15,False,False,2,58.93,2685.06
3,3.0,78,1.76,False,False,2,73.51,2608.61
4,3.0,67,1.42,False,False,2,56.09,2551.41
5,3.0,77,0.85,False,False,2,121.57,2428.77
7,3.0,73,1.39,False,False,2,23.88,2403.27
8,3.0,84,1.93,False,False,2,85.58,2316.58
9,3.0,89,1.93,False,False,2,115.0,2200.5
10,3.0,83,0.83,False,False,2,89.49,2109.27
11,3.0,70,1.93,False,False,2,77.62,2029.99
12,3.0,90,0.98,False,False,2,72.51,1956.3
13,3.0,75,1.49,False,False,2,79.07,1876.45
14,3.0,75,1.34,False,False,2,71.09,1804.59
15,3.0,91,1.17,False,False,2,22.48,1780.55
16,3.0,82,1.81,False,False,2,134.17,1646.03
17,3.0,81,1.96,False,False,2,29.76,1615.51
18,3.0,79,1.07,False,False,2,85.96,1528.23
19,3.0,85,0.82,False,False,2,78.83,1448.6
20,3.0,65,1.99,False,False,2,78.97,1367.91
21,3.0,81,1.52,False,False,2,124.47,1241.62
22,3.0,82,1.64,False,False,2,97.01,1143.45
1,3.38,90,0.73,False,False,2,141.1,0.02
2,3.38,101,1.29,False,False,2,64.22,2751.54
3,3.38,76,1.95,False,False,2,80.86,2669.81
4,3.38,69,1.43,False,False,2,129.56,2539.58
5,3.38,78,1.08,False,False,2,138.91,2399.74
6,3.38,65,0.64,False,False,2,76.47,2320.64
7,3.38,71,1.01,False,False,2,105.29,2214.28
8,3.38,86,0.93,False,False,2,115.9,2095.57
9,3.38,91,1.29,False,False,2,85.25,2009.26
10,3.38,86,1.59,False,False,2,31.34,1976.21
11,3.38,67,1.05,False,False,2,87.05,1887.04
12,3.38,93,1.07,False,False,2,57.37,1828.36
13,3.38,78,0.91,False,False,2,100.29,1727.13
14,3.38,78,0.52,False,False,2,69.17,1657.2
15,3.38,91,1.9,False,False,2,91.82,1564.34
16,3.38,80,1.82,False,False,2,114.17,1449.03
17,3.38,83,1.02,False,False,2,85.4,1361.32
18,3.38,77,1.93,False,False,2,21.67,1338.79
19,3.38,82,1.77,False,False,2,118.0,1219.78
20,3.38,66,1.64,False,False,2,23.25,1195.89
21,3.38,84,0.97,False,False,2,25.44,1169.7
22,3.38,79,0.66,False,False,2,24.59,1144.58
1,3.75,90,0.53,False,False,2,142.28,0.01
2,3.75,98,1.57,False,False,2,114.72,1887.3
3,3.75,73,0.66,False,False,2,91.91,1794.43
4,3.75,68,1.0,False,False,2,31.36,1762.24
5,3.75,76,0.72,False,False,2,111.42,1649.73
6,3.75,66,1.6,False,False,2,71.41,1577.58
7,3.75,70,0.72,False,False,2,89.36,1487.21
8,3.75,83,0.61,False,False,2,90.8,1395.8
9,3.75,88,1.25,False,False,2,77.52,1317.34
10,3.75,83,1.89,False,False,2,97.96,1217.27
11,3.75,69,0.78,False,False,2,36.87,1179.62
12,3.75,96,0.75,False,False,2,133.52,1045.01
13,3.75,77,1.93,False,False,2,91.23,953.04
14,3.75,81,1.32,False,False,2,80.24,871.87
15,3.75,92,0.97,False,False,2,103.25,767.8
16,3.75,83,1.7,False,False,2,140.01,626.78
17,3.75,85,1.71,False,False,2,112.66,513.0
18,3.75,80,0.93,False,False,2,119.28,391.59
19,3.75,79,1.32,False,False,2,148.0,242.97
20,3.75,65,1.5,False,False,2,44.16,197.41
21,3.75,81,1.1,False,False,2,116.46,80.44
22,3.75,78,0.51,False,False,2,79.52,0.01
1,4.12,88,0.72,False,False,2,29.25,994.25
2,4.12,100,1.14,False,False,2,42.64,951.17
3,4.12,70,1.26,False,False,2,29.17,921.04
4,4.12,67,0.92,False,False,2,136.15,784.28
5,4.12,76,1.74,False,False,2,51.16,732.45
6,4.12,68,1.2,False,False,2,95.91,635.82
7,4.12,67,0.51,False,False,2,84.83,550.32
8,4.12,84,1.8,False,False,2,35.7,513.74
9,4.12,88,1.78,False,False,2,92.69,420.34
10,4.12,80,1.75,False,False,2,146.14,273.3
11,4.12,67,1.07,False,False,2,105.67,167.18
12,4.12,97,1.65,False,False,2,97.83,67.46
13,4.12,78,0.99,False,False,2,66.84,0.01
14,4.12,82,1.05,False,False,2,105.01,1918.07
15,4.12,95,0.92,False,False,2,112.72,1804.64
16,4.12,85,1.51,False,False,2,32.21,1771.61
17,4.12,84,1.0,False,False,2,106.48,1664.42
18,4.12,83,0.58,False,False,2,137.18,1526.61
19,4.12,79,0.61,False,False,2,51.61,1474.18
20,4.12,66,1.49,False,False,2,139.02,1334.38
21,4.12,83,1.26,False,False,2,65.72,1268.04
22,4.12,78,0.76,False,False,2,67.63,1199.4
1,4.5,89,1.08,False,False,2,21.95,175.91
2,4.5,100,1.54,False,False,2,32.85,142.18
3,4.5,70,0.6,False,False,2,99.07,42.12
4,4.5,65,0.93,False,False,2,41.4,0.01
5,4.5,77,1.85,False,False,2,86.75,2643.24
6,4.5,70,1.59,False,False,2,64.32,2578.17
7,4.5,64,0.81,False,False,2,107.46,2467.99
8,4.5,83,1.14,False,False,2,123.86,2342.2
9,4.5,87,1.77,False,False,2,65.46,2274.79
10,4.5,80,1.59,False,False,2,92.44,2180.89
11,4.5,69,0.57,False,False,2,125.14,2055.01
12,4.5,97,1.6,False,False,2,148.63,1904.9
13,4.5,76,1.75,False,False,2,131.8,1772.24
14,4.5,83,1.05,False,False,2,31.04,1739.15
15,4.5,94,1.56,False,False,2,67.24,1671.2
16,4.5,88,0.79,False,False,2,122.9,1547.58
17,4.5,84,1.14,False,False,2,73.38,1473.76
18,4.5,84,0.9,False,False,2,65.31,1407.69
19,4.5,78,0.95,False,False,2,93.73,1311.39
20,4.5,65,1.98,False,False,2,34.47,1275.57
21,4.5,85,1.69,False,False,2,33.26,1240.39
22,4.5,75,1.92,False,False,2,106.4,1132.07
1,4.88,86,1.1,False,False,2,130.71,0.02
2,4.88,102,1.73,False,False,2,91.78,1908.16
3,4.88,73,1.25,False,False,2,23.06,1884.49
4,4.88,68,0.81,False,False,2,124.57,1759.29
5,4.88,79,1.46,False,False,2,145.7,1612.05
6,4.88,72,1.2,False,False,2,135.94,1475.25
7,4.88,61,1.91,False,False,2,93.91,1380.35
8,4.88,80,1.37,False,False,2,141.73,1235.87
9,4.88,89,1.54,False,False,2,100.45,1134.91
10,4.88,81,0.65,False,False,2,37.52,1096.85
11,4.88,70,1.08,False,False,2,27.58,1068.73
12,4.88,99,0.78,False,False,2,131.57,936.31
13,4.88,75,0.64,False,False,2,21.33,913.91
14,4.88,84,1.45,False,False,2,46.15,866.38
15,4.88,92,1.53,False,False,2,53.08,812.32
16,4.88,87,1.34,False,False,2,139.67,672.07
17,4.88,81,0.79,False,False,2,27.55,643.75
18,4.88,83,1.74,False,False,2,127.95,514.79
19,4.88,76,1.86,False,False,2,124.3,386.39
20,4.88,62,0.64,False,False,2,147.56,238.2
21,4.88,85,1.73,False,False,2,91.64,145.74
22,4.88,73,1.88,False,False,2,143.13,0.02
1,5.25,88,0.52,False,False,2,133.14,901.94
2,5.25,100,1.1,False,False,2,59.51,841.61
3,5.25,74,0.74,False,False,2,20.91,819.65
4,5.25,71,1.38,False,False,2,25.79,793.31
5,5.25,77,1.35,False,False,2,68.91,723.77
6,5.25,69,1.82,False,False,2,43.31,679.59
7,5.25,60,1.29,False,False,2,103.77,574.9
8,5.25,79,1.62,False,False,2,120.24,453.76
9,5.25,87,0.76,False,False,2,80.03,372.6
10,5.25,78,1.95,False,False,2,73.14,298.47
11,5.25,70,1.54,False,False,2,77.25,220.36
12,5.25,98,1.08,False,False,2,47.31,171.43
13,5.25,72,1.54,False,False,2,77.01,93.93
14,5.25,87,0.74,False,False,2,92.94,0.02
15,5.25,93,1.85,False,False,2,46.91,1975.11
16,5.25,84,0.53,False,False,2,52.2,1922.18
17,5.25,84,0.98,False,False,2,146.09,1774.96
18,5.25,83,1.77,False,False,2,34.27,1738.15
19,5.25,74,1.1,False,False,2,142.66,1594.73
20,5.25,62,1.24,False,False,2,45.53,1548.32
21,5.25,84,1.75,False,False,2,34.04,1513.35
22,5.25,73,1.27,False,False,2,102.26,1410.15
1,5.62,90,1.7,False,False,2,77.5,331.44
2,5.62,101,1.58,False,False,2,144.51,185.94
3,5.62,76,0.54,False,False,2,80.03,104.48
4,5.62,72,1.63,False,False,2,30.66,72.77
5,5.62,79,1.9,False,False,2,71.94,0.02
6,5.62,68,0.6,False,False,2,79.42,2637.5
7,5.62,60,1.39,False,False,2,149.39,2487.47
8,5.62,80,1.8,False,False,2,99.11,2385.9
9,5.62,87,1.31,False,False,2,97.08,2287.85
10,5.62,78,1.41,False,False,2,47.21,2240.01
11,5.62,72,1.65,False,False,2,123.47,2115.9
12,5.62,96,0.58,False,False,2,58.42,2056.66
13,5.62,73,1.83,False,False,2,61.15,1993.19
14,5.62,84,0.58,False,False,2,55.55,1935.04
15,5.62,96,0.85,False,False,2,106.4,1828.05
16,5.62,83,1.92,False,False,2,98.42,1728.81
17,5.62,85,0.67,False,False,2,109.92,1617.91
18,5.62,83,0.87,False,False,2,120.91,1496.08
19,5.62,71,0.84,False,False,2,91.38,1403.8
20,5.62,64,0.83,False,False,2,70.87,1332.3
21,5.62,84,1.44,False,False,2,141.49,1189.69
22,5.62,73,0.59,False,False,2,95.07,1094.0
1,6.0,90,1.61,False,False,2,92.83,0.02
2,6.0,101,1.15,False,False,2,106.29,2821.91
3,6.0,75,1.4,False,False,2,111.19,2709.74
4,6.0,73,1.52,False,False,2,146.28,2562.3
5,6.0,81,0.59,False,False,2,106.9,2454.73
6,6.0,70,0.77,False,False,2,90.63,2362.94
7,6.0,60,1.36,False,False,2,47.5,2314.41
8,6.0,80,1.8,False,False,2,125.29,2188.38
9,6.0,88,1.84,False,False,2,42.62,2144.82
10,6.0,77,0.92,False,False,2,135.58,2008.58
11,6.0,69,1.23,False,False,2,56.63,1950.42
12,6.0,93,1.45,False,False,2,38.1,1911.62
13,6.0,71,1.93,False,False,2,91.66,1818.77
14,6.0,81,0.61,False,False,2,123.39,1694.61
15,6.0,94,0.54,False,False,2,54.27,1637.95
16,6.0,84,0.68,False,False,2,78.02,1558.93
17,6.0,87,1.49,False,False,2,125.29,1432.86
18,6.0,84,0.73,False,False,2,149.11,1282.78
19,6.0,74,1.03,False,False,2,64.3,1217.33
20,6.0,63,1.39,False,False,2,30.88,1185.5
21,6.0,86,1.81,False,False,2,41.04,1141.86
22,6.0,74,0.85,False,False,2,39.07,1102.07
1,6.38,88,0.65,False,False,2,100.64,0.01
2,6.38,103,1.59,False,False,2,37.02,3025.79
3,6.38,76,0.58,False,False,2,118.69,2906.07
4,6.38,75,0.82,False,False,2,109.12,2796.24
5,6.38,81,1.64,False,False,2,84.33,2711.07
6,6.38,73,1.32,False,False,2,78.21,2632.01
7,6.38,61,0.93,False,False,2,127.1,2504.33
8,6.38,77,1.22,False,False,2,24.66,2478.85
9,6.38,87,0.91,False,False,2,46.7,2431.26
10,6.38,80,0.94,False,False,2,42.18,2387.45
11,6.38,70,0.63,False,False,2,107.84,2278.96
12,6.38,90,0.91,False,False,2,141.26,2135.67
13,6.38,72,1.47,False,False,2,116.81,2017.79
14,6.38,84,1.69,False,False,2,132.34,1884.87
15,6.38,91,0.87,False,False,2,73.71,1810.19
16,6.38,85,1.41,False,False,2,50.94,1758.44
17,6.38,84,1.02,False,False,2,101.09,1656.34
18,6.38,81,0.89,False,False,2,82.88,1572.97
19,6.38,76,1.07,False,False,2,96.79,1475.47
20,6.38,65,1.01,False,False,2,129.16,1345.96
21,6.38,86,0.88,False,False,2,137.33,1207.9
22,6.38,72,1.41,False,False,2,124.22,1082.54
1,6.75,90,0.95,False,False,2,79.25,0.01
2,6.75,102,0.68,False,False,2,70.97,1980.74
3,6.75,75,0.88,False,False,2,96.31,1883.63
4,6.75,73,1.72,False,False,2,41.42,1841.26
5,6.75,83,0.74,False,False,2,118.9,1721.74
6,6.75,76,0.94,False,False,2,139.03,1581.63
7,6.75,61,0.83,False,False,2,78.79,1501.86
8,6.75,77,0.89,False,False,2,142.06,1358.9
9,6.75,84,1.73,False,False,2,54.13,1303.97
10,6.75,83,0.56,False,False,2,133.34,1168.52
11,6.75,70,1.97,False,False,2,149.73,1017.66
12,6.75,89,1.74,False,False,2,61.25,955.68
13,6.75,69,1.1,False,False,2,123.68,830.99
14,6.75,84,0.95,False,False,2,24.26,805.76
15,6.75,90,1.7,False,False,2,97.65,707.27
16,6.75,87,1.67,False,False,2,105.48,601.03
17,6.75,86,1.51,False,False,2,95.13,504.86
18,6.75,79,0.81,False,False,2,28.85,474.4
19,6.75,76,1.95,False,False,2,86.19,387.46
20,6.75,62,1.54,False,False,2,110.09,276.69
21,6.75,87,0.56,False,False,2,123.4,150.67
22,6.75,71,0.56,False,False,2,149.72,0.01
1,7.12,91,1.63,False,False,2,101.35,995.61
2,7.12,103,1.4,False,False,2,69.3,925.43
3,7.12,78,1.49,False,False,2,25.86,897.79
4,7.12,74,0.9,False,False,2,22.29,874.72
5,7.12,85,1.4,False,False,2,66.94,806.2
6,7.12,75,1.68,False,False,2,133.21,672.12
7,7.12,60,0.94,False,False,2,83.49,588.03
8,7.12,79,1.87,False,False,2,40.37,546.83
9,7.12,82,0.58,False,False,2,125.91,419.69
10,7.12,86,0.88,False,False,2,117.49,301.25
11,7.12,72,1.8,False,False,2,112.36,187.26
12,7.12,86,0.55,False,False,2,23.58,161.3
13,7.12,72,1.16,False,False,2,49.36,110.53
15,7.12,91,1.25,False,False,2,109.12,0.01
16,7.12,84,0.96,False,False,2,147.99,1937.09
17,7.12,84,1.86,False,False,2,115.64,1820.85
18,7.12,77,1.25,False,False,2,124.76,1695.31
19,7.12,76,1.58,False,False,2,91.64,1602.38
20,7.12,60,1.89,False,False,2,81.29,1520.28
21,7.12,87,0.78,False,False,2,109.27,1410.3
22,7.12,70,1.98,False,False,2,140.92,1268.43
1,7.5,93,1.4,False,False,2,78.71,188.73
2,7.5,100,1.64,False,False,2,39.59,148.28
3,7.5,81,0.68,False,False,2,147.19,0.02
4,7.5,73,1.85,False,False,2,115.57,2681.4
5,7.5,83,0.73,False,False,2,94.33,2584.41
6,7.5,74,1.97,False,False,2,67.81,2515.65
7,7.5,61,0.56,False,False,2,128.09,2386.57
8,7.5,76,0.92,False,False,2,110.03,2275.14
9,7.5,80,1.67,False,False,2,51.37,2222.53
10,7.5,85,1.59,False,False,2,76.64,2144.31
11,7.5,71,1.38,False,False,2,92.1,2051.23
12,7.5,87,1.26,False,False,2,82.91,1965.75
13,7.5,70,1.49,False,False,2,147.77,1817.26
14,7.5,87,1.6,False,False,2,144.81,1669.83
15,7.5,93,1.04,False,False,2,45.49,1623.31
16,7.5,84,1.81,False,False,2,54.75,1567.58
17,7.5,81,0.9,False,False,2,104.0,1462.2
18,7.5,76,1.89,False,False,2,39.55,1421.6
19,7.5,77,0.89,False,False,2,132.2,1288.66
20,7.5,60,1.3,False,False,2,147.08,1140.58
21,7.5,85,1.01,False,False,2,26.86,1111.67
22,7.5,71,1.83,False,False,2,23.83,1086.96
1,7.88,92,0.8,False,False,2,85.51,0.01
2,7.88,99,0.66,False,False,2,48.08,2894.46
3,7.88,79,0.6,False,False,2,76.58,2817.29
4,7.88,73,1.45,False,False,2,93.56,2722.88
5,7.88,86,1.68,False,False,2,101.72,2620.3
6,7.88,73,1.44,False,False,2,81.03,2538.46
7,7.88,60,1.92,False,False,2,59.03,2477.68
8,7.88,79,0.94,False,False,2,130.75,2345.27
9,7.88,78,1.84,False,False,2,107.31,2237.28
10,7.88,82,1.9,False,False,2,86.18,2150.32
11,7.88,73,1.91,False,False,2,63.39,2086.14
12,7.88,84,1.03,False,False,2,110.73,1974.33
13,7.88,68,1.07,False,False,2,86.14,1887.57
14,7.88,88,1.97,False,False,2,33.02,1852.46
15,7.88,94,0.75,False,False,2,115.61,1735.88
16,7.88,87,1.58,False,False,2,59.38,1674.9
17,7.88,82,0.99,False,False,2,44.82,1628.56
18,7.88,74,0.58,False,False,2,91.8,1533.94
19,7.88,79,0.92,False,False,2,132.95,1400.12
20,7.88,60,1.0,False,False,2,77.3,1321.84
21,7.88,82,0.52,False,False,2,144.47,1176.59
22,7.88,69,1.21,False,False,2,116.6,1058.59
1,8.25,95,1.34,False,False,2,57.01,0.01
2,8.25,97,1.21,False,False,2,87.99,1942.72
3,8.25,80,0.54,False,False,2,51.32,1890.69
4,8.25,74,1.28,False,False,2,87.76,1802.16
5,8.25,89,0.88,False,False,2,149.56,1651.4
6,8.25,76,1.79,False,False,2,95.25,1555.22
7,8.25,61,0.71,False,False,2,30.53,1524.14
8,8.25,76,0.66,False,False,2,128.15,1395.27
9,8.25,79,0.57,False,False,2,144.22,1250.14
10,8.25,82,1.32,False,False,2,147.53,1101.77
11,8.25,74,0.86,False,False,2,119.2,980.88
12,8.25,83,1.06,False,False,2,148.16,831.6
13,8.25,69,0.97,False,False,2,33.95,796.68
14,8.25,89,1.26,False,False,2,128.34,667.44
15,8.25,96,0.85,False,False,2,128.72,536.76
16,8.25,86,1.73,False,False,2,145.16,390.74
17,8.25,79,1.25,False,False,2,70.01,319.87
18,8.25,74,1.54,False,False,2,118.47,200.7
19,8.25,78,0.85,False,False,2,129.0,69.48
20,8.25,60,1.94,False,False,2,68.43,0.01
21,8.25,80,1.52,False,False,2,117.36,1946.13
22,8.25,72,0.99,False,False,2,83.68,1860.97
1,8.62,98,0.96,False,False,2,96.96,762.18
2,8.62,99,1.1,False,False,2,68.59,690.97
3,8.62,83,1.38,False,False,2,95.92,594.36
4,8.62,75,0.55,False,False,2,54.87,538.18
5,8.62,87,1.92,False,False,2,68.02,468.48
6,8.62,76,0.7,False,False,2,122.15,345.59
7,8.62,61,0.68,False,False,2,76.63,266.97
8,8.62,78,0.83,False,False,2,88.87,177.23
9,8.62,79,1.19,False,False,2,48.66,127.84
10,8.62,82,1.54,False,False,2,23.27,103.93
11,8.62,72,1.05,False,False,2,25.14,76.54
12,8.62,81,1.29,False,False,2,75.45,0.01
13,8.62,66,0.56,False,False,2,134.4,1869.44
14,8.62,92,1.37,False,False,2,62.02,1806.49
15,8.62,98,1.81,False,False,2,39.62,1766.39
16,8.62,85,1.5,False,False,2,131.68,1633.89
17,8.62,81,0.6,False,False,2,66.22,1566.62
18,8.62,75,1.78,False,False,2,126.87,1438.29
19,8.62,77,0.79,False,False,2,32.16,1405.54
20,8.62,61,1.26,False,False,2,109.85,1294.85
21,8.62,82,1.5,False,False,2,121.68,1172.31
22,8.62,71,1.27,False,False,2,27.12,1143.82
